Date,OLR,F,inCOD,HLR,ALR,pH0,T,TSS,VFA,outCOD,CODrate,VFA1,pH1,T_in,T_high,T_low
19/06/2016,12.82,16320,2278,5.63,0.0422,6.47,38.0,795.0,960.0,540,76.29,66.0,6.98,37.8,,
21/06/2016,13.07,18000,2105,6.21,0.0484,6.81,38.8,366.0,960.0,616,70.74,113.4,7.17,38.0,,
22/06/2016,11.4,17280,1914,5.96,0.0483,6.8,38.0,279.0,834.0,612,68.03,78.0,7.21,37.9,,
23/06/2016,14.08,17520,2331,6.04,0.035,6.63,37.0,371.0,942.0,834,64.22,72.0,7.15,38.0,,
24/06/2016,14.34,17520,2374,6.04,0.0556,6.88,38.0,300.0,840.0,809,65.92,90.0,7.15,38.9,,
25/06/2016,13.32,17280,2236,5.96,0.0417,6.58,37.6,336.0,924.0,784,64.94,66.0,7.19,38.1,,
28/06/2016,14.74,18240,2344,6.29,0.0692,6.88,38.0,481.0,912.0,762,67.49,60.0,7.22,38.0,,
29/06/2016,12.9,16800,2226,5.79,0.0475,6.74,39.0,342.0,1020.0,664,70.17,72.0,7.13,38.5,,
01/07/2016,13.56,17280,2275,5.96,0.0447,6.75,38.8,206.0,978.0,702,69.14,54.0,7.19,38.5,,
02/07/2016,15.18,18720,2351,6.46,0.0458,6.49,37.8,291.0,906.0,698,70.31,36.0,7.0,36.9,,
04/07/2016,13.66,17040,2325,5.88,0.047,6.61,38.5,280.0,828.0,725,68.82,39.6,7.02,38.9,,
05/07/2016,14.98,18720,2320,6.46,0.0529,6.53,38.0,280.0,744.0,757,67.37,66.0,7.18,37.9,,
07/07/2016,10.75,16800,1856,5.79,0.0406,6.78,37.0,363.0,840.0,644,65.3,42.0,7.13,38.0,,
08/07/2016,10.93,16800,1886,5.79,0.0371,6.72,37.0,231.0,828.0,705,62.62,42.0,7.08,37.8,,
09/07/2016,10.99,14400,2213,4.97,0.0397,6.62,36.9,220.0,780.0,669,69.77,66.0,7.03,37.8,,
10/07/2016,10.97,16320,1949,5.63,0.0568,6.66,37.8,393.0,660.0,709,63.62,42.0,7.14,37.8,,
11/07/2016,15.25,18720,2362,6.46,0.0549,6.77,38.5,382.0,870.0,937,60.33,42.0,7.11,38.2,,
12/07/2016,13.12,16800,2265,5.79,0.0556,6.78,38.5,392.0,792.0,732,67.68,42.0,7.16,38.0,,
16/07/2016,14.26,16800,2461,5.79,0.044000000000000004,6.65,39.0,398.0,870.0,812,67.01,42.0,6.91,38.5,,
17/07/2016,13.78,17280,2312,5.96,0.0596,6.71,39.0,356.0,870.0,711,69.25,72.0,6.96,39.0,,
20/07/2016,14.03,16800,2422,5.79,0.0521,6.73,39.0,554.0,966.0,891,63.21,84.0,6.94,38.5,,
22/07/2016,15.31,17760,2500,6.12,0.0747,6.92,40.0,312.0,996.0,641,74.36,90.0,6.92,39.0,,
23/07/2016,14.48,16800,2500,5.79,0.0527,6.74,40.0,292.0,990.0,652,73.92,102.0,6.9,40.0,,
24/07/2016,13.92,16800,2402,5.79,0.0591,6.76,41.0,348.0,798.0,644,73.19,78.0,6.83,40.0,,
25/07/2016,16.82,17760,2746,6.12,0.0625,6.68,41.5,357.0,828.0,652,76.26,72.0,6.89,41.0,,
26/07/2016,15.87,17280,2664,5.96,0.0548,6.35,41.0,320.0,846.0,754,71.7,96.0,6.88,41.0,,
27/07/2016,12.55,14400,2527,4.97,0.0502,6.59,40.0,226.0,930.0,703,72.18,102.0,6.9,39.0,,
30/07/2016,14.28,16800,2465,5.79,0.0672,6.8,42.0,398.0,852.0,762,69.09,78.0,6.89,42.0,,
02/08/2016,11.72,16800,2023,5.79,0.0591,6.67,40.0,503.0,756.0,656,67.57,90.0,6.85,39.0,,
05/08/2016,13.21,15840,2418,5.46,0.0459,6.9,41.0,742.0,894.0,820,66.09,102.0,6.89,41.0,,
06/08/2016,12.24,16080,2207,5.54,0.0455,6.85,41.0,567.0,828.0,788,64.3,96.0,6.87,40.0,,
07/08/2016,15.06,17280,2527,5.96,0.0381,6.72,40.0,368.0,1074.0,820,67.55,90.0,6.92,39.5,,
08/08/2016,13.71,16800,2367,5.79,0.0348,6.3,40.0,349.0,1020.0,768,67.55,102.0,7.05,39.5,,
11/08/2016,16.38,18000,2639,6.21,0.0497,6.4,39.5,499.0,1044.0,788,70.14,90.0,7.03,39.5,,
14/08/2016,11.7,17040,1991,5.88,0.0576,6.69,40.2,433.0,864.0,516,74.08,78.0,7.03,39.5,,
15/08/2016,14.47,18240,2300,6.29,0.0478,6.48,39.0,477.0,792.0,736,68.0,42.0,7.03,39.0,,
16/08/2016,14.71,16800,2539,5.79,0.0481,6.58,39.0,431.0,906.0,780,69.28,78.0,6.97,39.3,,
19/08/2016,16.53,18000,2663,6.21,0.0503,6.85,40.0,514.0,1002.0,932,65.0,78.0,7.03,39.0,,
21/08/2016,14.99,18000,2415,6.21,0.0447,6.6,39.0,346.0,888.0,856,64.55,30.0,7.05,39.0,,
22/08/2016,15.06,18480,2363,6.37,0.0574,6.64,39.0,443.0,822.0,884,62.59,42.0,7.06,39.0,,
23/08/2016,14.89,17520,2464,6.04,0.0507,6.62,38.5,359.0,870.0,815,66.92,60.0,7.07,38.5,,
24/08/2016,14.55,17280,2442,5.96,0.0596,6.75,39.8,744.0,864.0,850,65.19,36.0,7.03,39.8,,
25/08/2016,13.41,17760,2189,6.12,0.0337,6.13,39.2,215.0,840.0,773,64.69,78.0,6.92,39.2,,
26/08/2016,14.7,17040,2502,5.88,0.0482,6.59,39.5,239.0,882.0,833,66.71,78.0,7.03,39.0,,
27/08/2016,13.18,16800,2275,5.79,0.0197,6.64,39.0,227.0,834.0,764,66.42,54.0,7.06,39.0,,
28/08/2016,13.64,17040,2322,5.88,0.0482,6.7,39.0,146.0,828.0,747,67.83,78.0,6.95,39.5,,
30/08/2016,13.4,17280,2249,5.96,0.0697,7.14,40.0,337.0,774.0,785,65.1,24.0,6.96,39.5,,
31/08/2016,12.59,15840,2305,5.46,0.0666,7.11,40.0,316.0,786.0,609,73.58,12.0,6.99,40.0,,
01/09/2016,13.95,17520,2309,6.04,0.0659,7.17,40.0,244.0,828.0,850,63.19,48.0,7.03,39.5,,
03/09/2016,16.8,17520,2781,6.04,0.0435,6.5,40.5,197.0,1062.0,901,67.6,54.0,7.06,40.0,,
04/09/2016,14.47,16800,2498,5.79,0.0394,6.46,41.0,309.0,1002.0,876,64.93,66.0,7.11,40.8,,
05/09/2016,14.07,16800,2429,5.79,0.051,6.47,40.2,258.0,828.0,837,65.54,54.0,7.05,40.0,,
06/09/2016,14.09,17280,2365,5.96,0.0358,6.31,39.5,260.0,828.0,820,65.33,60.0,7.1,40.5,,
07/09/2016,14.95,18000,2408,6.21,0.0422,6.44,39.5,252.0,864.0,807,66.49,72.0,7.1,40.0,,
08/09/2016,13.28,16560,2326,5.71,0.0548,6.94,39.0,308.0,840.0,767,67.02,54.0,7.25,39.8,,
10/09/2016,10.14,13680,2149,4.72,0.0542,7.49,38.0,192.0,840.0,712,66.87,66.0,7.51,37.5,,
11/09/2016,12.81,17520,2120,6.04,0.0477,6.66,39.0,411.0,900.0,767,63.82,12.0,7.07,38.5,,
12/09/2016,14.0,19200,2115,6.62,0.0516,6.63,39.0,304.0,882.0,729,65.53,60.0,7.1,38.0,,
13/09/2016,14.31,17040,2436,5.88,0.0482,6.84,40.5,325.0,924.0,775,68.19,72.0,7.07,40.5,,
14/09/2016,12.94,16800,2233,5.79,0.0614,6.99,40.0,328.0,816.0,759,66.01,66.0,7.08,39.5,,
15/09/2016,12.85,16560,2250,5.71,0.0485,6.93,40.0,350.0,1038.0,754,66.49,120.0,7.19,40.5,,
18/09/2016,15.92,16800,2748,5.79,0.0713,7.1,40.0,282.0,900.0,742,73.0,30.0,6.96,39.5,,
19/09/2016,13.06,15600,2427,5.38,0.0597,6.94,39.5,160.0,870.0,881,63.7,42.0,6.94,39.5,,
20/09/2016,13.35,16800,2305,5.79,0.0672,7.13,38.1,366.0,828.0,737,68.03,42.0,7.02,38.0,,
21/09/2016,12.01,15600,2233,5.38,0.035,6.62,38.0,230.0,924.0,843,62.25,90.0,7.26,37.0,,
22/09/2016,13.4,16800,2313,5.79,0.0585,6.77,38.0,166.0,954.0,801,65.37,54.0,7.32,37.5,,
23/09/2016,13.14,16800,2268,5.79,0.0678,6.81,37.5,345.0,936.0,768,66.14,66.0,7.29,37.2,,
24/09/2016,14.06,18480,2207,6.37,0.0675,6.73,40.0,249.0,972.0,687,68.87,48.0,7.29,39.5,,
25/09/2016,15.87,18000,2557,6.21,0.0608,6.68,39.5,324.0,990.0,931,63.59,42.0,7.21,39.0,,
26/09/2016,13.62,17280,2285,5.96,0.0632,6.83,40.0,239.0,960.0,752,67.09,30.0,7.23,40.0,,
27/09/2016,12.55,17520,2077,6.04,0.0598,6.57,39.5,309.0,948.0,724,65.14,54.0,7.22,38.5,,
28/09/2016,11.52,16800,1988,5.79,0.055,6.77,39.0,273.0,822.0,711,64.24,42.0,7.25,39.0,,
29/09/2016,7.49,10800,2012,3.72,0.0335,6.76,37.5,365.0,816.0,760,62.23,54.0,7.24,38.0,,
30/09/2016,10.44,15840,1911,5.46,0.0459,6.6,36.5,214.0,834.0,707,63.0,60.0,7.22,36.0,,
01/10/2016,10.61,15360,2004,5.3,0.0498,6.68,36.5,319.0,798.0,710,64.57,96.0,7.13,36.0,,
02/10/2016,12.77,16560,2236,5.71,0.0514,6.89,38.0,521.0,960.0,728,67.44,36.0,7.1,39.0,,
03/10/2016,13.89,16800,2398,5.79,0.0452,6.53,38.5,291.0,978.0,882,63.22,60.0,7.06,38.5,,
04/10/2016,12.65,16800,2183,5.79,0.0458,6.66,39.0,256.0,834.0,724,66.83,66.0,7.09,39.0,,
05/10/2016,12.54,16320,2229,5.63,0.0597,6.78,40.0,307.0,816.0,677,69.63,78.0,7.07,40.5,,
06/10/2016,11.79,14880,2297,5.13,0.0441,6.71,38.8,296.0,816.0,729,68.26,54.0,7.12,39.0,,
07/10/2016,12.31,15360,2325,5.3,0.0593,6.23,38.3,319.0,822.0,764,67.14,60.0,7.17,38.8,,
08/10/2016,11.36,15120,2178,5.21,0.0542,6.98,38.0,233.0,768.0,756,65.29,66.0,7.19,38.0,,
09/10/2016,11.21,14400,2257,4.97,0.0502,6.48,37.5,430.0,726.0,796,64.73,78.0,7.0,37.5,,
10/10/2016,11.54,15600,2146,5.38,0.0602,6.75,37.0,232.0,828.0,740,65.52,66.0,7.08,37.0,,
11/10/2016,12.93,16320,2297,5.63,0.0743,6.92,38.5,375.0,846.0,780,66.04,78.0,7.04,38.5,,
12/10/2016,14.58,16800,2516,5.79,0.0626,6.76,38.0,501.0,948.0,717,71.5,90.0,7.01,38.5,,
13/10/2016,14.72,16320,2616,5.63,0.063,6.93,39.5,395.0,978.0,788,69.88,42.0,6.96,39.5,,
14/10/2016,14.28,17280,2397,5.96,0.0745,6.91,38.2,388.0,918.0,764,68.13,72.0,7.02,39.5,,
15/10/2016,12.05,13200,2647,4.55,0.0719,6.67,38.8,381.0,972.0,776,70.68,54.0,7.09,39.0,,
